train,1,10133,1.17382,None,[0.0001],None
train,1,10389,1.16052,None,[0.0001],None
train,1,10645,0.99126,None,[0.0001],None
train,1,10901,1.10074,None,[0.0001],None
train,1,11157,1.03056,None,[0.0001],None
train,1,11413,0.997063,None,[0.0001],None
train,1,11669,0.984397,None,[0.0001],None
train,1,11925,1.05616,None,[0.0001],None
train,1,12181,1.033,None,[0.0001],None
train,1,12437,0.976016,None,[0.0001],None
train,1,12693,1.05084,None,[0.0001],None
train,1,12949,1.03778,None,[0.0001],None
train,1,13205,1.01401,None,[0.0001],None
train,1,13461,0.998943,None,[0.0001],None
train,1,13717,1.01292,None,[0.0001],None
train,1,13973,0.984792,None,[0.0001],None
train,1,14229,1.00446,None,[0.0001],None
train,1,14485,0.995852,None,[0.0001],None
train,1,14741,0.986726,None,[0.0001],None
train,1,14997,1.00669,None,[0.0001],None
train,1,15253,1.01251,None,[0.0001],None
train,1,15509,1.00688,None,[0.0001],None
train,1,15765,0.99751,None,[0.0001],None
train,1,16021,0.988141,None,[0.0001],None
train,1,16277,0.989781,None,[0.0001],None
train,1,16533,0.99109,None,[0.0001],None
train,1,16789,0.977904,None,[0.0001],None
train,1,17045,0.993158,None,[0.0001],None
train,1,17301,0.986863,None,[0.0001],None
train,1,17557,0.972259,None,[0.0001],None
train,1,17813,0.989178,None,[0.0001],None
train,1,18069,0.992661,None,[0.0001],None
train,1,18325,0.999409,None,[0.0001],None
train,1,18581,0.980614,None,[0.0001],None
train,1,18837,0.967792,None,[0.0001],None
train,1,19093,0.974192,None,[0.0001],None
train,1,19349,0.984758,None,[0.0001],None
train,1,19605,0.969418,None,[0.0001],None
train,1,19861,0.984751,None,[0.0001],None
train,1,19861,0.984751,-0.00582060838794,[0.0001],None
val,1,None,1.05972685909,0.29122377611,None,0.2649131003156269
train,2,20266,0.971443,None,[0.0001],None
train,2,20522,0.966948,None,[0.0001],None
train,2,20778,0.967411,None,[0.0001],None
train,2,21034,0.969207,None,[0.0001],None
train,2,21290,0.958491,None,[0.0001],None
train,2,21546,0.952752,None,[0.0001],None
train,2,21802,0.948403,None,[0.0001],None
train,2,22058,0.962036,None,[0.0001],None
train,2,22314,0.951856,None,[0.0001],None
train,2,22570,0.97216,None,[0.0001],None
train,2,22826,0.956778,None,[0.0001],None
train,2,23082,0.937693,None,[0.0001],None
train,2,23338,0.948534,None,[0.0001],None
train,2,23594,0.947856,None,[0.0001],None
train,2,23850,0.957897,None,[0.0001],None
train,2,24106,0.935545,None,[0.0001],None
train,2,24362,0.902561,None,[0.0001],None
train,2,24618,0.927963,None,[0.0001],None
train,2,24874,0.956602,None,[0.0001],None
train,2,25130,0.931966,None,[0.0001],None
train,2,25386,0.941528,None,[0.0001],None
train,2,25642,0.899215,None,[0.0001],None
train,2,25898,0.918253,None,[0.0001],None
train,2,26154,0.874621,None,[0.0001],None
train,2,26410,0.931692,None,[0.0001],None
train,2,26666,0.893846,None,[0.0001],None
train,2,26922,0.889828,None,[0.0001],None
train,2,27178,0.867841,None,[0.0001],None
train,2,27434,0.85455,None,[0.0001],None
train,2,27690,0.887077,None,[0.0001],None
train,2,27946,0.873204,None,[0.0001],None
train,2,28202,0.852267,None,[0.0001],None
train,2,28458,0.869177,None,[0.0001],None
train,2,28714,0.883669,None,[0.0001],None
train,2,28970,0.824395,None,[0.0001],None
train,2,29226,0.831499,None,[0.0001],None
train,2,29482,0.879615,None,[0.0001],None
train,2,29738,0.923401,None,[0.0001],None
train,2,29994,0.872189,None,[0.0001],None
train,2,29994,0.872189,0.241256024388,[0.0001],None
val,2,None,0.8207964234,0.369896289272,None,0.20518049206839437
train,3,30399,0.875456,None,[0.0001],None
train,3,30655,0.855058,None,[0.0001],None
train,3,30911,0.873775,None,[0.0001],None
train,3,31167,0.819214,None,[0.0001],None
train,3,31423,0.863896,None,[0.0001],None
train,3,31679,0.831816,None,[0.0001],None
train,3,31935,0.812994,None,[0.0001],None
train,3,32191,0.834002,None,[0.0001],None
train,3,32447,0.892497,None,[0.0001],None
train,3,32703,0.855072,None,[0.0001],None
train,3,32959,0.732828,None,[0.0001],None
train,3,33215,0.89474,None,[0.0001],None
train,3,33471,0.825252,None,[0.0001],None
train,3,33727,0.850542,None,[0.0001],None
train,3,33983,0.781811,None,[0.0001],None
train,3,34239,0.798904,None,[0.0001],None
train,3,34495,0.824896,None,[0.0001],None
train,3,34751,0.863723,None,[0.0001],None
train,3,35007,0.804521,None,[0.0001],None
train,3,35263,0.805268,None,[0.0001],None
train,3,35519,0.812336,None,[0.0001],None
train,3,35775,0.838588,None,[0.0001],None
train,3,36031,0.791807,None,[0.0001],None
train,3,36287,0.795792,None,[0.0001],None
train,3,36543,0.742839,None,[0.0001],None
train,3,36799,0.844311,None,[0.0001],None
train,3,37055,0.713574,None,[0.0001],None
train,3,37311,0.84777,None,[0.0001],None
train,3,37567,0.730208,None,[0.0001],None
train,3,37823,0.742443,None,[0.0001],None
train,3,38079,0.77199,None,[0.0001],None
train,3,38335,0.832587,None,[0.0001],None
train,3,38591,0.770643,None,[0.0001],None
train,3,38847,0.793368,None,[0.0001],None
train,3,39103,0.769906,None,[0.0001],None
train,3,39359,0.916413,None,[0.0001],None
train,3,39615,0.737159,None,[0.0001],None
train,3,39871,0.829912,None,[0.0001],None
train,3,40127,0.844085,None,[0.0001],None
train,3,40127,0.844085,0.382035659643,[0.0001],None
val,3,None,0.755387777739,0.43122397803,None,0.18882833191215684
train,4,40532,0.820792,None,[0.0001],None
train,4,40788,0.787236,None,[0.0001],None
train,4,41044,0.851899,None,[0.0001],None
train,4,41300,0.645853,None,[0.0001],None
train,4,41556,0.769954,None,[0.0001],None
