train,1,10133,1.19653,None,[0.0001],None
train,1,10389,1.17697,None,[0.0001],None
train,1,10645,0.997837,None,[0.0001],None
train,1,10901,1.10256,None,[0.0001],None
train,1,11157,1.01583,None,[0.0001],None
train,1,11413,1.0056,None,[0.0001],None
train,1,11669,0.973337,None,[0.0001],None
train,1,11925,1.07903,None,[0.0001],None
train,1,12181,1.04323,None,[0.0001],None
train,1,12437,0.958893,None,[0.0001],None
train,1,12693,1.03213,None,[0.0001],None
train,1,12949,1.02652,None,[0.0001],None
train,1,13205,1.00028,None,[0.0001],None
train,1,13461,0.99368,None,[0.0001],None
train,1,13717,0.993957,None,[0.0001],None
train,1,13973,0.9882,None,[0.0001],None
train,1,14229,1.01596,None,[0.0001],None
train,1,14485,1.00512,None,[0.0001],None
train,1,14741,0.996998,None,[0.0001],None
train,1,14997,1.01465,None,[0.0001],None
train,1,15253,0.996851,None,[0.0001],None
train,1,15509,0.982943,None,[0.0001],None
train,1,15765,0.992613,None,[0.0001],None
train,1,16021,0.976007,None,[0.0001],None
train,1,16277,0.987938,None,[0.0001],None
train,1,16533,0.985182,None,[0.0001],None
train,1,16789,0.979977,None,[0.0001],None
train,1,17045,0.986638,None,[0.0001],None
train,1,17301,0.97278,None,[0.0001],None
train,1,17557,0.96894,None,[0.0001],None
train,1,17813,0.995931,None,[0.0001],None
train,1,18069,0.989546,None,[0.0001],None
train,1,18325,0.972661,None,[0.0001],None
train,1,18581,0.973983,None,[0.0001],None
train,1,18837,0.966715,None,[0.0001],None
train,1,19093,0.962079,None,[0.0001],None
train,1,19349,0.976839,None,[0.0001],None
train,1,19605,0.970315,None,[0.0001],None
train,1,19861,0.977095,None,[0.0001],None
train,1,19861,0.977095,-0.0133260420696,[0.0001],None
val,1,None,1.07630638184,0.315267003153,None,0.26877879279721373
train,2,20266,0.965793,None,[0.0001],None
train,2,20522,0.947372,None,[0.0001],None
train,2,20778,0.94431,None,[0.0001],None
train,2,21034,0.943239,None,[0.0001],None
train,2,21290,0.949321,None,[0.0001],None
train,2,21546,0.959808,None,[0.0001],None
train,2,21802,0.953098,None,[0.0001],None
train,2,22058,0.918349,None,[0.0001],None
train,2,22314,0.941511,None,[0.0001],None
train,2,22570,0.939594,None,[0.0001],None
train,2,22826,0.919541,None,[0.0001],None
train,2,23082,0.936379,None,[0.0001],None
train,2,23338,0.903814,None,[0.0001],None
train,2,23594,0.919818,None,[0.0001],None
train,2,23850,0.893991,None,[0.0001],None
train,2,24106,0.922418,None,[0.0001],None
train,2,24362,0.896182,None,[0.0001],None
